account_id,open_date,statement_frequency,district_name,credit_cards,loan,loan_amount,loan_payments,loan_term,loan_status,loan_default,max_withdrawal,min_withdrawal,cc_payments,max_balance,min_balance,num_customers
2550,1995-11-11,monthly,Bruntal,1.0,0,NA,NA,NA,NA,NA,28320,15,82,103420,700,1
2551,1996-02-08,monthly,Kolin,0.0,0,NA,NA,NA,NA,NA,64500,15,92,149587,963,2
2552,1993-07-01,monthly,Usti nad Orlici,1.0,0,NA,NA,NA,NA,NA,25100,15,134,83474,1000,1
2553,1995-07-24,monthly,Usti nad Labem,0.0,0,NA,NA,NA,NA,NA,18100,15,85,62013,1100,1
2554,1993-06-18,monthly,Liberec,1.0,0,NA,NA,NA,NA,NA,41920,15,133,88226,400,1
2555,1993-03-10,monthly,Blansko,1.0,0,NA,NA,NA,NA,NA,39040,15,146,90024,17581,2
2556,1997-10-19,monthly,Nachod,0.0,0,NA,NA,NA,NA,NA,2700,15,25,16378,800,1
2557,1993-11-17,monthly,Teplice,0.0,0,NA,NA,NA,NA,NA,9300,15,152,38656,400,1
2558,1997-08-04,monthly,Nachod,0.0,0,NA,NA,NA,NA,NA,3090,15,35,20009,300,1
2559,1995-06-01,monthly,Ceska Lipa,0.0,0,NA,NA,NA,NA,NA,37280,15,94,69277,1000,1
2560,1997-06-20,monthly,Cesky Krumlov,0.0,0,NA,NA,NA,NA,NA,15040,15,43,41010,800,1
2561,1996-09-29,monthly,Kromeriz,1.0,0,NA,NA,NA,NA,NA,37280,15,58,79970,1100,1
2562,1995-08-15,monthly,Jablonec n. Nisou,0.0,0,NA,NA,NA,NA,NA,6570,15,77,22091,900,1
2563,1995-01-17,monthly,Rychnov nad Kneznou,0.0,0,NA,NA,NA,NA,NA,23520,15,128,55070,300,1
2564,1997-06-03,monthly,Liberec,0.0,0,NA,NA,NA,NA,NA,21200,15,39,60097,1000,1
2565,1995-10-04,monthly,Ostrava - mesto,0.0,0,NA,NA,NA,NA,NA,33600,15,114,60727,400,1
2566,1993-01-27,monthly,Rychnov nad Kneznou,0.0,0,NA,NA,NA,NA,NA,4700,100,46,25800,800,1
2567,1996-01-07,monthly,Pelhrimov,0.0,0,NA,NA,NA,NA,NA,6000,15,79,32188,700,1
2568,1994-03-02,monthly,Pelhrimov,0.0,0,NA,NA,NA,NA,NA,24400,15,117,74360,600,1
2569,1994-06-10,monthly,Benesov,0.0,0,NA,NA,NA,NA,NA,11900,15,107,36026,1000,1
2570,1995-12-19,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,3900,15,69,20110,400,1
2571,1997-01-15,monthly,Trebic,1.0,0,NA,NA,NA,NA,NA,60900,15,48,135623,700,1
2573,1996-07-16,monthly,Kladno,1.0,0,NA,NA,NA,NA,NA,37500,15,24,76899,300,1
2574,1993-02-02,monthly,Frydek - Mistek,0.0,0,NA,NA,NA,NA,NA,59500,15,171,116946,1100,1
2575,1997-04-13,monthly,Olomouc,0.0,0,NA,NA,NA,NA,NA,8400,15,38,32992,1000,1
2576,1993-09-02,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,64100,15,165,129341,500,2
2577,1995-07-30,monthly,Melnik,0.0,0,NA,NA,NA,NA,NA,12800,15,79,39451,1000,1
2578,1996-03-25,monthly,Brno - mesto,0.0,0,NA,NA,NA,NA,NA,6700,15,63,22882,1100,2
2579,1997-10-18,monthly,Karlovy Vary,0.0,0,NA,NA,NA,NA,NA,3960,15,34,36725,200,1
2580,1995-11-09,monthly,Prostejov,0.0,1,89340.0,1489.0,60.0,current,F,31200,15,92,90243,500,2
2581,1993-03-11,monthly,Olomouc,1.0,0,NA,NA,NA,NA,NA,41760,15,143,98535,500,1
2582,1993-11-01,monthly,Plzen - sever,1.0,0,NA,NA,NA,NA,NA,43360,15,127,91881,500,1
2583,1993-05-11,monthly,Uherske Hradiste,0.0,0,NA,NA,NA,NA,NA,3500,200,92,79326,1000,2
2584,1993-07-08,monthly,Svitavy,0.0,0,NA,NA,NA,NA,NA,7200,15,133,28741,200,1
2585,1993-02-10,monthly,Prerov,0.0,0,NA,NA,NA,NA,NA,40160,2,141,61618,-3503,1
2586,1997-04-16,monthly,Hodonin,0.0,0,NA,NA,NA,NA,NA,61900,15,54,137262,1000,2
2587,1997-07-25,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,24200,15,36,40412,-332,1
2588,1993-12-04,monthly,Kolin,1.0,0,NA,NA,NA,NA,NA,22560,15,126,82462,200,1
2589,1996-12-04,monthly,Praha - vychod,0.0,0,NA,NA,NA,NA,NA,6000,15,51,24801,700,1
2590,1996-12-04,monthly,Pardubice,0.0,0,NA,NA,NA,NA,NA,3100,15,51,19352,700,1
2591,1996-05-06,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,3700,15,65,29176,800,1
2592,1993-09-01,monthly,Jesenik,1.0,0,NA,NA,NA,NA,NA,40000,15,142,95344,600,1
2593,1996-07-06,monthly,Kolin,0.0,0,NA,NA,NA,NA,NA,17300,15,62,65390,14022,1
2595,1997-08-17,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,10700,15,30,34177,300,1
2596,1994-09-02,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,7560,15,105,31128,200,1
2597,1997-03-16,monthly,Tachov,0.0,0,NA,NA,NA,NA,NA,23300,15,43,68274,600,1
2598,1996-03-14,monthly,Hl.m. Praha,1.0,0,NA,NA,NA,NA,NA,78900,3,92,146063,-1165,1
2599,1993-04-20,monthly,Rychnov nad Kneznou,1.0,0,NA,NA,NA,NA,NA,59800,15,141,165026,-6855,1
2600,1996-02-13,monthly,Hl.m. Praha,1.0,0,NA,NA,NA,NA,NA,63400,15,117,166758,1000,1
2601,1996-11-24,monthly,Karvina,0.0,0,NA,NA,NA,NA,NA,4500,700,14,20100,200,2
2602,1996-06-17,monthly,Nachod,0.0,0,NA,NA,NA,NA,NA,26720,15,70,58691,300,2
2603,1996-06-14,monthly,Nymburk,0.0,0,NA,NA,NA,NA,NA,6200,15,57,34692,300,1
2604,1996-07-04,monthly,Frydek - Mistek,0.0,0,NA,NA,NA,NA,NA,9400,15,61,33457,700,1
2605,1996-01-10,monthly,Tabor,0.0,0,NA,NA,NA,NA,NA,7600,15,86,42937,1000,1
2606,1994-07-27,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,4100,15,103,35193,1100,2
2607,1997-08-19,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,11800,15,34,45577,200,1
2608,1995-08-09,monthly,Prachatice,0.0,0,NA,NA,NA,NA,NA,9900,15,90,41426,600,1
2609,1993-05-03,monthly,Opava,0.0,0,NA,NA,NA,NA,NA,62800,15,147,149566,1000,2
2610,1996-12-20,monthly,Brno - mesto,0.0,0,NA,NA,NA,NA,NA,8000,15,46,45892,300,1
2611,1996-03-06,monthly,Hl.m. Praha,1.0,0,NA,NA,NA,NA,NA,24700,15,70,97655,300,1
2612,1997-04-29,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,33900,15,42,73683,300,1
2613,1993-10-03,monthly,Plzen - mesto,0.0,0,NA,NA,NA,NA,NA,12600,15,127,36898,300,2
2614,1996-09-11,monthly,Chrudim,0.0,0,NA,NA,NA,NA,NA,5400,15,57,18548,900,1
2615,1994-07-17,monthly,Frydek - Mistek,0.0,0,NA,NA,NA,NA,NA,48200,15,108,65810,400,1
2616,1993-08-17,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,32700,15,131,70302,900,1
2617,1993-09-24,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,8760,15,123,28134,400,1
2618,1993-03-21,monthly,Prostejov,0.0,0,NA,NA,NA,NA,NA,15600,15,136,33242,600,1
2619,1996-05-13,monthly,Strakonice,0.0,0,NA,NA,NA,NA,NA,11800,15,64,47255,1100,1
2620,1993-08-03,monthly,Domazlice,0.0,0,NA,NA,NA,NA,NA,9440,15,162,55331,500,1
2621,1995-10-29,monthly,Brno - venkov,0.0,0,NA,NA,NA,NA,NA,5500,15,85,31042,200,1
2622,1996-08-21,monthly,Hl.m. Praha,0.0,1,136344.0,5681.0,24.0,current,F,10400,15,78,57858,300,2
2623,1993-10-09,monthly,Jihlava,0.0,0,NA,NA,NA,NA,NA,13440,15,174,70986,400,1
2624,1996-03-28,monthly,Tachov,1.0,0,NA,NA,NA,NA,NA,28800,15,75,95360,400,1
2627,1994-10-02,monthly,Sumperk,0.0,0,NA,NA,NA,NA,NA,22200,15,103,40172,600,2
2629,1996-09-10,monthly,Zdar nad Sazavou,1.0,0,NA,NA,NA,NA,NA,23500,15,58,62945,1000,2
2630,1995-12-21,monthly,Zlin,0.0,0,NA,NA,NA,NA,NA,25800,15,74,60062,400,1
2631,1996-03-29,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,2125,15,63,37149,900,1
2632,1993-01-02,monthly,Karlovy Vary,0.0,0,NA,NA,NA,NA,NA,14400,15,146,65853,1100,1
2633,1996-03-14,monthly,Klatovy,0.0,0,NA,NA,NA,NA,NA,74400,15,114,157741,1100,1
2634,1997-10-08,monthly,Jicin,0.0,0,NA,NA,NA,NA,NA,22000,15,30,94834,600,2
2635,1996-02-04,monthly,Plzen - jih,1.0,0,NA,NA,NA,NA,NA,63600,15,72,113376,700,1
2636,1996-11-26,monthly,Pisek,0.0,0,NA,NA,NA,NA,NA,3600,15,47,25010,600,1
2637,1997-01-01,monthly,Karvina,1.0,0,NA,NA,NA,NA,NA,26400,15,49,57303,500,1
2638,1994-06-02,monthly,Kolin,1.0,0,NA,NA,NA,NA,NA,23000,15,112,87492,1100,1
2639,1993-04-26,monthly,Pelhrimov,0.0,0,NA,NA,NA,NA,NA,25700,15,138,71889,800,1
2640,1996-09-21,monthly,Hl.m. Praha,1.0,0,NA,NA,NA,NA,NA,28800,15,65,95282,600,1
2641,1993-05-02,monthly,Melnik,1.0,0,NA,NA,NA,NA,NA,22800,15,138,117023,700,1
2642,1995-06-05,monthly,Frydek - Mistek,0.0,0,NA,NA,NA,NA,NA,28960,2,90,49685,-651,1
2644,1997-08-08,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,3440,15,35,31082,600,1
2645,1993-05-22,monthly,Brno - mesto,0.0,0,NA,NA,NA,NA,NA,24100,15,152,55953,600,1
2646,1997-07-24,monthly,Kutna Hora,1.0,0,NA,NA,NA,NA,NA,64600,15,49,121751,1000,1
2647,1993-02-08,monthly,Opava,0.0,0,NA,NA,NA,NA,NA,58300,15,168,144584,400,1
2648,1993-04-13,monthly,Trutnov,0.0,0,NA,NA,NA,NA,NA,23200,15,105,71898,400,1
2649,1993-09-08,monthly,Benesov,0.0,0,NA,NA,NA,NA,NA,42400,15,157,79581,10427,1
2650,1996-03-26,monthly,Olomouc,0.0,0,NA,NA,NA,NA,NA,27680,15,71,77478,800,1
2651,1993-03-21,monthly,Benesov,1.0,0,NA,NA,NA,NA,NA,39000,15,140,98687,200,2
2652,1996-07-22,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,30880,15,61,81403,900,2
2653,1997-01-08,monthly,Zdar nad Sazavou,1.0,0,NA,NA,NA,NA,NA,18700,15,49,75992,200,1
2654,1994-07-21,monthly,Breclav,0.0,0,NA,NA,NA,NA,NA,9550,15,104,33664,900,1
2655,1996-09-07,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,30700,15,60,86493,1100,2
2656,1997-02-18,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,3900,15,41,32805,900,2
2657,1996-10-07,monthly,Brno - venkov,0.0,0,NA,NA,NA,NA,NA,9050,15,55,32211,400,1
2658,1997-11-14,monthly,Plzen - jih,0.0,0,NA,NA,NA,NA,NA,1367,15,23,23978,1000,2
2659,1996-03-30,monthly,Ceske Budejovice,0.0,0,NA,NA,NA,NA,NA,14080,15,74,62978,600,1
2661,1997-02-25,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,12600,15,50,34913,800,1
2662,1994-05-24,monthly,Novy Jicin,0.0,0,NA,NA,NA,NA,NA,7600,15,107,30278,600,1
2663,1995-01-25,monthly,Zlin,0.0,0,NA,NA,NA,NA,NA,11100,15,92,33870,700,1
2664,1994-01-20,monthly,Jihlava,0.0,0,NA,NA,NA,NA,NA,29400,15,123,87822,400,1
2665,1993-11-13,monthly,Trebic,0.0,0,NA,NA,NA,NA,NA,28300,15,219,92548,800,1
2666,1993-03-08,monthly,Semily,0.0,0,NA,NA,NA,NA,NA,5550,15,141,24428,600,2
2667,1993-10-23,monthly,Cheb,0.0,0,NA,NA,NA,NA,NA,5800,15,121,27600,700,2
2668,1997-05-20,monthly,Tabor,0.0,0,NA,NA,NA,NA,NA,11600,15,40,63880,900,1
2670,1993-01-27,monthly,Rakovnik,1.0,0,NA,NA,NA,NA,NA,52100,15,143,84562,1100,1
2671,1993-09-15,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,8520,15,162,39152,400,1
2672,1997-03-14,monthly,Kromeriz,0.0,0,NA,NA,NA,NA,NA,3630,15,40,18749,300,1
2673,1994-01-04,monthly,Chomutov,0.0,0,NA,NA,NA,NA,NA,14100,15,124,57369,900,1
2674,1995-10-10,monthly,Svitavy,0.0,0,NA,NA,NA,NA,NA,25000,15,95,64202,1000,1
2675,1994-02-19,monthly,Hl.m. Praha,1.0,0,NA,NA,NA,NA,NA,36900,15,69,69279,900,1
2676,1993-01-22,monthly,Opava,0.0,0,NA,NA,NA,NA,NA,20320,15,149,67510,200,1
2677,1996-08-28,monthly,Kolin,0.0,0,NA,NA,NA,NA,NA,25200,15,58,70367,900,1
2678,1997-07-15,monthly,Hl.m. Praha,1.0,0,NA,NA,NA,NA,NA,33700,15,35,113971,200,1
2679,1997-07-24,monthly,Bruntal,0.0,0,NA,NA,NA,NA,NA,8250,15,33,30415,1100,1
2680,1995-03-03,monthly,Nachod,0.0,0,NA,NA,NA,NA,NA,24331,5,114,78728,-1904,1
2681,1995-01-19,monthly,Plzen - sever,1.0,0,NA,NA,NA,NA,NA,29500,15,95,101447,1100,1
2684,1997-09-10,monthly,Melnik,0.0,0,NA,NA,NA,NA,NA,17300,15,42,60995,1100,1
2685,1996-11-01,monthly,Bruntal,0.0,0,NA,NA,NA,NA,NA,14500,15,53,31966,200,1
2686,1996-01-11,monthly,Plzen - mesto,0.0,0,NA,NA,NA,NA,NA,9800,15,73,29870,5896,2
2687,1993-07-01,monthly,Sumperk,0.0,0,NA,NA,NA,NA,NA,11100,15,133,33874,1100,1
2688,1995-02-20,monthly,Olomouc,0.0,0,NA,NA,NA,NA,NA,5200,15,89,25142,200,1
2689,1997-01-01,monthly,Karvina,1.0,0,NA,NA,NA,NA,NA,29800,15,50,80132,1100,1
2690,1997-03-19,monthly,Zdar nad Sazavou,0.0,0,NA,NA,NA,NA,NA,8400,15,39,44937,600,1
2691,1993-09-08,monthly,Jesenik,0.0,0,NA,NA,NA,NA,NA,5800,100,70,33698,700,1
2692,1995-12-08,monthly,Plzen - sever,0.0,0,NA,NA,NA,NA,NA,14750,15,75,46031,1100,1
2693,1997-11-17,monthly,Pelhrimov,1.0,0,NA,NA,NA,NA,NA,21600,15,28,61862,1100,2
2694,1993-03-08,monthly,Melnik,0.0,1,91632.0,7636.0,12.0,expired,F,36160,15,158,98393,700,2
2695,1993-09-16,monthly,Jindrichuv Hradec,1.0,0,NA,NA,NA,NA,NA,40480,15,128,110825,700,1
2696,1997-01-19,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,5550,15,43,26300,600,1
2697,1993-06-26,monthly,Mlada Boleslav,0.0,0,NA,NA,NA,NA,NA,23200,15,169,81090,200,1
2698,1997-05-21,monthly,Semily,1.0,0,NA,NA,NA,NA,NA,17200,1000,22,66658,1000,1
2699,1996-12-25,monthly,Opava,1.0,1,231168.0,4816.0,48.0,current,F,54100,15,49,122437,300,1
2700,1993-11-08,monthly,Ostrava - mesto,0.0,0,NA,NA,NA,NA,NA,45200,15,124,82651,1100,1
2701,1993-07-27,monthly,Novy Jicin,1.0,0,NA,NA,NA,NA,NA,28960,15,160,67195,300,1
2702,1996-02-01,monthly,Ostrava - mesto,1.0,0,NA,NA,NA,NA,NA,47200,15,72,83952,1000,2
2703,1997-10-28,monthly,Trebic,0.0,0,NA,NA,NA,NA,NA,2082,15,25,20377,1000,1
2706,1996-06-23,monthly,Pardubice,0.0,0,NA,NA,NA,NA,NA,5500,100,20,36400,1100,2
2707,1994-11-27,monthly,Trebic,1.0,0,NA,NA,NA,NA,NA,64500,15,130,152118,400,1
2708,1996-03-25,monthly,Hl.m. Praha,1.0,0,NA,NA,NA,NA,NA,45440,15,69,80287,400,1
2709,1996-10-18,monthly,Benesov,0.0,0,NA,NA,NA,NA,NA,3330,15,49,20922,600,1
2710,1996-06-12,monthly,Pribram,0.0,0,NA,NA,NA,NA,NA,63500,15,75,144886,800,1
2711,1993-05-19,monthly,Jihlava,0.0,0,NA,NA,NA,NA,NA,21440,15,135,74973,400,1
2712,1993-03-12,monthly,Nymburk,0.0,0,NA,NA,NA,NA,NA,32800,15,135,51119,400,2
2713,1994-04-03,monthly,Plzen - mesto,0.0,0,NA,NA,NA,NA,NA,14500,15,115,58141,500,2
2714,1993-01-30,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,24100,15,173,72590,800,1
2715,1997-10-06,monthly,Havlickuv Brod,0.0,0,NA,NA,NA,NA,NA,2340,15,31,24317,900,2
2716,1996-01-08,monthly,Zdar nad Sazavou,1.0,0,NA,NA,NA,NA,NA,24960,15,75,64560,300,2
2717,1996-07-25,monthly,Ostrava - mesto,0.0,0,NA,NA,NA,NA,NA,2370,15,55,25206,1000,1
2718,1995-02-05,monthly,Rokycany,0.0,0,NA,NA,NA,NA,NA,17000,15,119,66560,1100,1
2719,1996-02-08,monthly,Praha - vychod,0.0,0,NA,NA,NA,NA,NA,11700,15,71,30371,500,1
2721,1997-11-14,monthly,Ostrava - mesto,0.0,0,NA,NA,NA,NA,NA,18400,15,27,54888,300,2
2722,1997-07-24,monthly,Jesenik,0.0,0,NA,NA,NA,NA,NA,10850,15,32,35735,500,1
2723,1995-03-12,monthly,Prerov,0.0,0,NA,NA,NA,NA,NA,17440,15,105,42316,800,1
2724,1996-08-09,monthly,Praha - zapad,0.0,0,NA,NA,NA,NA,NA,19200,15,58,79367,500,1
2725,1997-04-02,monthly,Usti nad Orlici,1.0,1,69624.0,1934.0,36.0,current,F,43520,15,45,85486,1100,1
2726,1995-04-20,monthly,Pisek,1.0,0,NA,NA,NA,NA,NA,30900,15,90,114178,200,1
2727,1995-10-25,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,21100,15,79,62803,300,1
2729,1995-01-16,monthly,Teplice,0.0,0,NA,NA,NA,NA,NA,30240,15,109,85624,700,1
2730,1996-05-02,monthly,Cheb,0.0,0,NA,NA,NA,NA,NA,2430,15,65,28013,1000,1
2731,1995-09-26,monthly,Hl.m. Praha,1.0,0,NA,NA,NA,NA,NA,27300,15,79,77021,300,1
2732,1993-07-27,monthly,Kolin,0.0,0,NA,NA,NA,NA,NA,64000,15,166,142272,800,1
2733,1993-12-22,monthly,Sumperk,0.0,0,NA,NA,NA,NA,NA,8280,15,117,38941,700,1
2734,1996-12-16,monthly,Blansko,0.0,0,NA,NA,NA,NA,NA,8500,15,59,53969,500,1
2736,1993-07-02,monthly,Olomouc,0.0,0,NA,NA,NA,NA,NA,15200,15,139,43747,500,2
2737,1996-07-06,monthly,Jesenik,0.0,0,NA,NA,NA,NA,NA,22400,15,62,82656,800,1
2738,1993-11-12,monthly,Usti nad Labem,0.0,0,NA,NA,NA,NA,NA,27200,15,132,65567,800,1
2739,1993-11-29,monthly,Kromeriz,0.0,0,NA,NA,NA,NA,NA,12400,15,128,46473,600,1
2740,1994-05-08,monthly,Ceske Budejovice,0.0,0,NA,NA,NA,NA,NA,35900,15,114,80489,400,1
2741,1993-06-07,monthly,Cesky Krumlov,1.0,0,NA,NA,NA,NA,NA,62900,15,139,164580,1100,2
2742,1994-10-15,monthly,Cheb,1.0,0,NA,NA,NA,NA,NA,29760,15,104,72233,700,1
2743,1997-05-22,monthly,Trutnov,0.0,0,NA,NA,NA,NA,NA,21600,15,39,66158,200,1
2745,1997-09-28,monthly,Prostejov,0.0,0,NA,NA,NA,NA,NA,34400,15,33,71993,700,1
2746,1996-08-23,monthly,Karlovy Vary,0.0,0,NA,NA,NA,NA,NA,8000,15,54,42755,1100,2
2747,1994-08-14,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,7500,15,111,40760,200,2
2749,1994-05-23,monthly,Hl.m. Praha,1.0,0,NA,NA,NA,NA,NA,61000,15,173,158864,400,2
2750,1995-04-13,monthly,Rakovnik,0.0,0,NA,NA,NA,NA,NA,16200,15,110,52353,500,1
2751,1995-04-28,monthly,Tachov,0.0,0,NA,NA,NA,NA,NA,5700,15,107,60807,600,1
2752,1996-05-15,monthly,Ostrava - mesto,0.0,0,NA,NA,NA,NA,NA,41100,15,94,108069,500,1
2753,1996-02-13,monthly,Plzen - mesto,0.0,1,66432.0,2768.0,24.0,current,F,24200,15,70,69032,700,2
2755,1995-01-26,monthly,Strakonice,0.0,0,NA,NA,NA,NA,NA,6300,15,91,34981,400,1
2756,1997-10-21,monthly,Karlovy Vary,0.0,0,NA,NA,NA,NA,NA,23000,15,30,66127,700,1
2757,1996-05-14,monthly,Brno - mesto,0.0,0,NA,NA,NA,NA,NA,3780,15,59,22870,300,2
2758,1993-05-19,monthly,Karvina,0.0,0,NA,NA,NA,NA,NA,27360,15,179,70579,900,1
2759,1996-10-23,monthly,Nachod,0.0,0,NA,NA,NA,NA,NA,52100,15,65,138753,900,1
2760,1997-03-14,monthly,Praha - vychod,1.0,0,NA,NA,NA,NA,NA,16500,15,49,68441,900,1
2761,1996-12-26,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,26000,15,49,53880,900,1
2762,1993-03-20,monthly,Prachatice,0.0,1,111384.0,4641.0,24.0,expired,F,64600,15,218,166548,500,1
2763,1993-02-11,monthly,Zlin,0.0,0,NA,NA,NA,NA,NA,64500,15,184,149581,200,1
2764,1996-08-15,monthly,Blansko,1.0,0,NA,NA,NA,NA,NA,22240,15,59,93926,1100,1
2765,1997-09-20,monthly,Jesenik,0.0,0,NA,NA,NA,NA,NA,16700,15,32,38208,400,1
2766,1997-02-20,monthly,Tachov,1.0,0,NA,NA,NA,NA,NA,8100,15,59,69906,1100,1
2767,1996-03-23,monthly,Brno - mesto,0.0,0,NA,NA,NA,NA,NA,31040,15,71,81820,600,2
2768,1993-12-20,monthly,Opava,0.0,0,NA,NA,NA,NA,NA,8520,15,148,44803,900,1
2770,1993-12-25,monthly,Havlickuv Brod,0.0,0,NA,NA,NA,NA,NA,8520,15,151,47030,1100,1
2771,1993-08-18,monthly,Litomerice,0.0,0,NA,NA,NA,NA,NA,23900,15,130,68841,400,2
2772,1996-02-24,monthly,Praha - zapad,0.0,0,NA,NA,NA,NA,NA,24200,15,82,76814,300,1
2773,1996-06-23,monthly,Louny,1.0,0,NA,NA,NA,NA,NA,18800,15,62,68730,800,1
2774,1996-02-05,monthly,Havlickuv Brod,0.0,0,NA,NA,NA,NA,NA,16960,15,78,36463,300,1
2775,1997-12-08,monthly,Sokolov,0.0,0,NA,NA,NA,NA,NA,36100,15,27,99583,1000,2
2776,1997-08-10,monthly,Cheb,0.0,0,NA,NA,NA,NA,NA,9300,15,29,26087,500,2
2777,1996-12-25,monthly,Uherske Hradiste,0.0,0,NA,NA,NA,NA,NA,6800,300,14,30600,700,1
2778,1993-12-30,monthly,Louny,0.0,0,NA,NA,NA,NA,NA,17500,15,122,50658,500,1
2779,1993-06-15,monthly,Opava,1.0,0,NA,NA,NA,NA,NA,16400,5,135,97934,1100,1
2780,1995-12-29,monthly,Vyskov,1.0,0,NA,NA,NA,NA,NA,20100,15,74,73556,600,1
2781,1995-06-20,monthly,Jindrichuv Hradec,0.0,0,NA,NA,NA,NA,NA,39200,15,154,113230,200,1
2782,1997-02-27,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,76800,15,47,90998,700,1
2783,1995-11-23,monthly,Hradec Kralove,1.0,0,NA,NA,NA,NA,NA,25300,15,137,88964,300,1
2784,1997-10-30,monthly,Teplice,0.0,0,NA,NA,NA,NA,NA,6500,15,25,40536,300,1
2787,1997-12-07,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,29500,15,27,66180,900,1
2788,1994-10-12,monthly,Brno - mesto,0.0,0,NA,NA,NA,NA,NA,37400,15,104,56285,300,2
2789,1994-01-01,monthly,Ceske Budejovice,0.0,0,NA,NA,NA,NA,NA,26700,15,129,93470,600,1
2790,1994-10-18,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,47300,15,116,121001,200,1
2791,1997-12-19,monthly,Klatovy,0.0,0,NA,NA,NA,NA,NA,9900,15,22,26198,1100,2
2792,1996-08-26,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,5400,15,71,47084,300,1
2793,1993-10-09,monthly,Pardubice,0.0,0,NA,NA,NA,NA,NA,8130,15,121,26966,800,2
2794,1996-08-08,monthly,Ostrava - mesto,0.0,0,NA,NA,NA,NA,NA,34080,1,56,43655,-8331,1
2795,1996-08-20,monthly,Praha - zapad,0.0,0,NA,NA,NA,NA,NA,23100,15,60,68018,300,2
2797,1997-02-26,monthly,Ostrava - mesto,0.0,0,NA,NA,NA,NA,NA,38880,15,47,63582,500,1
2798,1994-08-24,monthly,Karvina,0.0,0,NA,NA,NA,NA,NA,22700,15,112,66517,200,1
2800,1997-05-08,monthly,Usti nad Labem,1.0,0,NA,NA,NA,NA,NA,16800,15,42,67283,900,1
2801,1996-09-23,monthly,Praha - zapad,0.0,0,NA,NA,NA,NA,NA,3920,15,51,46392,900,1
2802,1993-09-16,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,7410,15,156,38948,900,1
2803,1995-12-01,monthly,Jihlava,1.0,0,NA,NA,NA,NA,NA,59300,15,97,151716,300,1
2804,1996-02-22,monthly,Blansko,0.0,0,NA,NA,NA,NA,NA,25100,15,75,57876,900,1
2805,1996-05-20,monthly,Most,0.0,0,NA,NA,NA,NA,NA,5200,15,59,22346,1000,1
2806,1997-06-26,monthly,Blansko,0.0,0,NA,NA,NA,NA,NA,9500,15,41,48176,500,1
2807,1996-10-04,monthly,Havlickuv Brod,0.0,0,NA,NA,NA,NA,NA,32900,15,47,86400,13393,1
2808,1994-12-18,monthly,Hl.m. Praha,0.0,0,NA,NA,NA,NA,NA,26800,15,78,95292,700,1
2809,1994-12-08,monthly,Opava,0.0,0,NA,NA,NA,NA,NA,20900,15,100,52825,700,1
2810,1995-03-16,monthly,Zdar nad Sazavou,0.0,0,NA,NA,NA,NA,NA,12500,15,101,48178,1000,1
2811,1996-01-02,monthly,Kladno,1.0,0,NA,NA,NA,NA,NA,56900,15,101,155147,1747,1
2812,1996-07-05,monthly,Pisek,0.0,0,NA,NA,NA,NA,NA,34000,15,61,70847,200,1
2813,1993-12-15,monthly,Karlovy Vary,0.0,0,NA,NA,NA,NA,NA,45900,15,123,63825,800,2
2814,1993-04-25,monthly,Olomouc,0.0,0,NA,NA,NA,NA,NA,13250,15,133,34686,500,1
2816,1997-05-04,monthly,Ostrava - mesto,0.0,0,NA,NA,NA,NA,NA,16900,15,43,64708,1100,2
2817,1993-04-07,monthly,Breclav,1.0,0,NA,NA,NA,NA,NA,28100,15,140,91442,13672,1
