"","account_id","min_balance","max_balance","cc_payments","min_withdrawal","max_withdrawal","credit_cards","num_customers","open_date","statement_frequency","district_name","loan","loan_amount","loan_payments","loan_term","loan_status","loan_default"
"2355",2636,600,25010,47,15,3600,0,1,1996-11-26,"monthly","Pisek","F",NA,NA,NA,NA,NA
"2356",2637,500,57303,49,15,26400,1,1,1997-01-01,"monthly","Karvina","F",NA,NA,NA,NA,NA
"2357",2638,1100,87492,112,15,23000,1,1,1994-06-02,"monthly","Kolin","F",NA,NA,NA,NA,NA
"2358",2639,800,71889,138,15,25700,0,1,1993-04-26,"monthly","Pelhrimov","F",NA,NA,NA,NA,NA
"2359",2640,600,95282,65,15,28800,1,1,1996-09-21,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2360",2641,700,117023,138,15,22800,1,1,1993-05-02,"monthly","Melnik","F",NA,NA,NA,NA,NA
"2361",2642,-651,49685,90,2,28960,0,1,1995-06-05,"monthly","Frydek - Mistek","F",NA,NA,NA,NA,NA
"2362",2644,600,31082,35,15,3440,0,1,1997-08-08,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2363",2645,600,55953,152,15,24100,0,1,1993-05-22,"monthly","Brno - mesto","F",NA,NA,NA,NA,NA
"2364",2646,1000,121751,49,15,64600,1,1,1997-07-24,"monthly","Kutna Hora","F",NA,NA,NA,NA,NA
"2365",2647,400,144584,168,15,58300,0,1,1993-02-08,"monthly","Opava","F",NA,NA,NA,NA,NA
"2366",2648,400,71898,105,15,23200,0,1,1993-04-13,"monthly","Trutnov","F",NA,NA,NA,NA,NA
"2367",2649,10427,79581,157,15,42400,0,1,1993-09-08,"monthly","Benesov","F",NA,NA,NA,NA,NA
"2368",2650,800,77478,71,15,27680,0,1,1996-03-26,"monthly","Olomouc","F",NA,NA,NA,NA,NA
"2369",2651,200,98687,140,15,39000,1,2,1993-03-21,"monthly","Benesov","F",NA,NA,NA,NA,NA
"2370",2652,900,81403,61,15,30880,0,2,1996-07-22,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2371",2653,200,75992,49,15,18700,1,1,1997-01-08,"monthly","Zdar nad Sazavou","F",NA,NA,NA,NA,NA
"2372",2654,900,33664,104,15,9550,0,1,1994-07-21,"monthly","Breclav","F",NA,NA,NA,NA,NA
"2373",2655,1100,86493,60,15,30700,0,2,1996-09-07,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2374",2656,900,32805,41,15,3900,0,2,1997-02-18,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2375",2657,400,32211,55,15,9050,0,1,1996-10-07,"monthly","Brno - venkov","F",NA,NA,NA,NA,NA
"2376",2658,1000,23978,23,15,1367,0,2,1997-11-14,"monthly","Plzen - jih","F",NA,NA,NA,NA,NA
"2377",2659,600,62978,74,15,14080,0,1,1996-03-30,"monthly","Ceske Budejovice","F",NA,NA,NA,NA,NA
"2378",2661,800,34913,50,15,12600,0,1,1997-02-25,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2379",2662,600,30278,107,15,7600,0,1,1994-05-24,"monthly","Novy Jicin","F",NA,NA,NA,NA,NA
"2380",2663,700,33870,92,15,11100,0,1,1995-01-25,"monthly","Zlin","F",NA,NA,NA,NA,NA
"2381",2664,400,87822,123,15,29400,0,1,1994-01-20,"monthly","Jihlava","F",NA,NA,NA,NA,NA
"2382",2665,800,92548,219,15,28300,0,1,1993-11-13,"monthly","Trebic","F",NA,NA,NA,NA,NA
"2383",2666,600,24428,141,15,5550,0,2,1993-03-08,"monthly","Semily","F",NA,NA,NA,NA,NA
"2384",2667,700,27600,121,15,5800,0,2,1993-10-23,"monthly","Cheb","F",NA,NA,NA,NA,NA
"2385",2668,900,63880,40,15,11600,0,1,1997-05-20,"monthly","Tabor","F",NA,NA,NA,NA,NA
"2386",2670,1100,84562,143,15,52100,1,1,1993-01-27,"monthly","Rakovnik","F",NA,NA,NA,NA,NA
"2387",2671,400,39152,162,15,8520,0,1,1993-09-15,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2388",2672,300,18749,40,15,3630,0,1,1997-03-14,"monthly","Kromeriz","F",NA,NA,NA,NA,NA
"2389",2673,900,57369,124,15,14100,0,1,1994-01-04,"monthly","Chomutov","F",NA,NA,NA,NA,NA
"2390",2674,1000,64202,95,15,25000,0,1,1995-10-10,"monthly","Svitavy","F",NA,NA,NA,NA,NA
"2391",2675,900,69279,69,15,36900,1,1,1994-02-19,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2392",2676,200,67510,149,15,20320,0,1,1993-01-22,"monthly","Opava","F",NA,NA,NA,NA,NA
"2393",2677,900,70367,58,15,25200,0,1,1996-08-28,"monthly","Kolin","F",NA,NA,NA,NA,NA
"2394",2678,200,113971,35,15,33700,1,1,1997-07-15,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2395",2679,1100,30415,33,15,8250,0,1,1997-07-24,"monthly","Bruntal","F",NA,NA,NA,NA,NA
"2396",2680,-1904,78728,114,5,24331,0,1,1995-03-03,"monthly","Nachod","F",NA,NA,NA,NA,NA
"2397",2681,1100,101447,95,15,29500,1,1,1995-01-19,"monthly","Plzen - sever","F",NA,NA,NA,NA,NA
"2398",2684,1100,60995,42,15,17300,0,1,1997-09-10,"monthly","Melnik","F",NA,NA,NA,NA,NA
"2399",2685,200,31966,53,15,14500,0,1,1996-11-01,"monthly","Bruntal","F",NA,NA,NA,NA,NA
"2400",2686,5896,29870,73,15,9800,0,2,1996-01-11,"monthly","Plzen - mesto","F",NA,NA,NA,NA,NA
"2401",2687,1100,33874,133,15,11100,0,1,1993-07-01,"monthly","Sumperk","F",NA,NA,NA,NA,NA
"2402",2688,200,25142,89,15,5200,0,1,1995-02-20,"monthly","Olomouc","F",NA,NA,NA,NA,NA
"2403",2689,1100,80132,50,15,29800,1,1,1997-01-01,"monthly","Karvina","F",NA,NA,NA,NA,NA
"2404",2690,600,44937,39,15,8400,0,1,1997-03-19,"monthly","Zdar nad Sazavou","F",NA,NA,NA,NA,NA
"2405",2691,700,33698,70,100,5800,0,1,1993-09-08,"monthly","Jesenik","F",NA,NA,NA,NA,NA
"2406",2692,1100,46031,75,15,14750,0,1,1995-12-08,"monthly","Plzen - sever","F",NA,NA,NA,NA,NA
"2407",2693,1100,61862,28,15,21600,1,2,1997-11-17,"monthly","Pelhrimov","F",NA,NA,NA,NA,NA
"2408",2694,700,98393,158,15,36160,0,2,1993-03-08,"monthly","Melnik","T",91632,7636,12,"expired",FALSE
"2409",2695,700,110825,128,15,40480,1,1,1993-09-16,"monthly","Jindrichuv Hradec","F",NA,NA,NA,NA,NA
"2410",2696,600,26300,43,15,5550,0,1,1997-01-19,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2411",2697,200,81090,169,15,23200,0,1,1993-06-26,"monthly","Mlada Boleslav","F",NA,NA,NA,NA,NA
"2412",2698,1000,66658,22,1000,17200,1,1,1997-05-21,"monthly","Semily","F",NA,NA,NA,NA,NA
"2413",2699,300,122437,49,15,54100,1,1,1996-12-25,"monthly","Opava","T",231168,4816,48,"current",FALSE
"2414",2700,1100,82651,124,15,45200,0,1,1993-11-08,"monthly","Ostrava - mesto","F",NA,NA,NA,NA,NA
"2415",2701,300,67195,160,15,28960,1,1,1993-07-27,"monthly","Novy Jicin","F",NA,NA,NA,NA,NA
"2416",2702,1000,83952,72,15,47200,1,2,1996-02-01,"monthly","Ostrava - mesto","F",NA,NA,NA,NA,NA
"2417",2703,1000,20377,25,15,2082,0,1,1997-10-28,"monthly","Trebic","F",NA,NA,NA,NA,NA
"2418",2706,1100,36400,20,100,5500,0,2,1996-06-23,"monthly","Pardubice","F",NA,NA,NA,NA,NA
"2419",2707,400,152118,130,15,64500,1,1,1994-11-27,"monthly","Trebic","F",NA,NA,NA,NA,NA
"2420",2708,400,80287,69,15,45440,1,1,1996-03-25,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2421",2709,600,20922,49,15,3330,0,1,1996-10-18,"monthly","Benesov","F",NA,NA,NA,NA,NA
"2422",2710,800,144886,75,15,63500,0,1,1996-06-12,"monthly","Pribram","F",NA,NA,NA,NA,NA
"2423",2711,400,74973,135,15,21440,0,1,1993-05-19,"monthly","Jihlava","F",NA,NA,NA,NA,NA
"2424",2712,400,51119,135,15,32800,0,2,1993-03-12,"monthly","Nymburk","F",NA,NA,NA,NA,NA
"2425",2713,500,58141,115,15,14500,0,2,1994-04-03,"monthly","Plzen - mesto","F",NA,NA,NA,NA,NA
"2426",2714,800,72590,173,15,24100,0,1,1993-01-30,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2427",2715,900,24317,31,15,2340,0,2,1997-10-06,"monthly","Havlickuv Brod","F",NA,NA,NA,NA,NA
"2428",2716,300,64560,75,15,24960,1,2,1996-01-08,"monthly","Zdar nad Sazavou","F",NA,NA,NA,NA,NA
"2429",2717,1000,25206,55,15,2370,0,1,1996-07-25,"monthly","Ostrava - mesto","F",NA,NA,NA,NA,NA
"2430",2718,1100,66560,119,15,17000,0,1,1995-02-05,"monthly","Rokycany","F",NA,NA,NA,NA,NA
"2431",2719,500,30371,71,15,11700,0,1,1996-02-08,"monthly","Praha - vychod","F",NA,NA,NA,NA,NA
"2432",2721,300,54888,27,15,18400,0,2,1997-11-14,"monthly","Ostrava - mesto","F",NA,NA,NA,NA,NA
"2433",2722,500,35735,32,15,10850,0,1,1997-07-24,"monthly","Jesenik","F",NA,NA,NA,NA,NA
"2434",2723,800,42316,105,15,17440,0,1,1995-03-12,"monthly","Prerov","F",NA,NA,NA,NA,NA
"2435",2724,500,79367,58,15,19200,0,1,1996-08-09,"monthly","Praha - zapad","F",NA,NA,NA,NA,NA
"2436",2725,1100,85486,45,15,43520,1,1,1997-04-02,"monthly","Usti nad Orlici","T",69624,1934,36,"current",FALSE
"2437",2726,200,114178,90,15,30900,1,1,1995-04-20,"monthly","Pisek","F",NA,NA,NA,NA,NA
"2438",2727,300,62803,79,15,21100,0,1,1995-10-25,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2439",2729,700,85624,109,15,30240,0,1,1995-01-16,"monthly","Teplice","F",NA,NA,NA,NA,NA
"2440",2730,1000,28013,65,15,2430,0,1,1996-05-02,"monthly","Cheb","F",NA,NA,NA,NA,NA
"2441",2731,300,77021,79,15,27300,1,1,1995-09-26,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2442",2732,800,142272,166,15,64000,0,1,1993-07-27,"monthly","Kolin","F",NA,NA,NA,NA,NA
"2443",2733,700,38941,117,15,8280,0,1,1993-12-22,"monthly","Sumperk","F",NA,NA,NA,NA,NA
"2444",2734,500,53969,59,15,8500,0,1,1996-12-16,"monthly","Blansko","F",NA,NA,NA,NA,NA
"2445",2736,500,43747,139,15,15200,0,2,1993-07-02,"monthly","Olomouc","F",NA,NA,NA,NA,NA
"2446",2737,800,82656,62,15,22400,0,1,1996-07-06,"monthly","Jesenik","F",NA,NA,NA,NA,NA
"2447",2738,800,65567,132,15,27200,0,1,1993-11-12,"monthly","Usti nad Labem","F",NA,NA,NA,NA,NA
"2448",2739,600,46473,128,15,12400,0,1,1993-11-29,"monthly","Kromeriz","F",NA,NA,NA,NA,NA
"2449",2740,400,80489,114,15,35900,0,1,1994-05-08,"monthly","Ceske Budejovice","F",NA,NA,NA,NA,NA
"2450",2741,1100,164580,139,15,62900,1,2,1993-06-07,"monthly","Cesky Krumlov","F",NA,NA,NA,NA,NA
"2451",2742,700,72233,104,15,29760,1,1,1994-10-15,"monthly","Cheb","F",NA,NA,NA,NA,NA
"2452",2743,200,66158,39,15,21600,0,1,1997-05-22,"monthly","Trutnov","F",NA,NA,NA,NA,NA
"2453",2745,700,71993,33,15,34400,0,1,1997-09-28,"monthly","Prostejov","F",NA,NA,NA,NA,NA
"2454",2746,1100,42755,54,15,8000,0,2,1996-08-23,"monthly","Karlovy Vary","F",NA,NA,NA,NA,NA
"2455",2747,200,40760,111,15,7500,0,2,1994-08-14,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2456",2749,400,158864,173,15,61000,1,2,1994-05-23,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2457",2750,500,52353,110,15,16200,0,1,1995-04-13,"monthly","Rakovnik","F",NA,NA,NA,NA,NA
"2458",2751,600,60807,107,15,5700,0,1,1995-04-28,"monthly","Tachov","F",NA,NA,NA,NA,NA
"2459",2752,500,108069,94,15,41100,0,1,1996-05-15,"monthly","Ostrava - mesto","F",NA,NA,NA,NA,NA
"2460",2753,700,69032,70,15,24200,0,2,1996-02-13,"monthly","Plzen - mesto","T",66432,2768,24,"current",FALSE
"2461",2755,400,34981,91,15,6300,0,1,1995-01-26,"monthly","Strakonice","F",NA,NA,NA,NA,NA
"2462",2756,700,66127,30,15,23000,0,1,1997-10-21,"monthly","Karlovy Vary","F",NA,NA,NA,NA,NA
"2463",2757,300,22870,59,15,3780,0,2,1996-05-14,"monthly","Brno - mesto","F",NA,NA,NA,NA,NA
"2464",2758,900,70579,179,15,27360,0,1,1993-05-19,"monthly","Karvina","F",NA,NA,NA,NA,NA
"2465",2759,900,138753,65,15,52100,0,1,1996-10-23,"monthly","Nachod","F",NA,NA,NA,NA,NA
"2466",2760,900,68441,49,15,16500,1,1,1997-03-14,"monthly","Praha - vychod","F",NA,NA,NA,NA,NA
"2467",2761,900,53880,49,15,26000,0,1,1996-12-26,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2468",2762,500,166548,218,15,64600,0,1,1993-03-20,"monthly","Prachatice","T",111384,4641,24,"expired",FALSE
"2469",2763,200,149581,184,15,64500,0,1,1993-02-11,"monthly","Zlin","F",NA,NA,NA,NA,NA
"2470",2764,1100,93926,59,15,22240,1,1,1996-08-15,"monthly","Blansko","F",NA,NA,NA,NA,NA
"2471",2765,400,38208,32,15,16700,0,1,1997-09-20,"monthly","Jesenik","F",NA,NA,NA,NA,NA
"2472",2766,1100,69906,59,15,8100,1,1,1997-02-20,"monthly","Tachov","F",NA,NA,NA,NA,NA
"2473",2767,600,81820,71,15,31040,0,2,1996-03-23,"monthly","Brno - mesto","F",NA,NA,NA,NA,NA
"2474",2768,900,44803,148,15,8520,0,1,1993-12-20,"monthly","Opava","F",NA,NA,NA,NA,NA
"2475",2770,1100,47030,151,15,8520,0,1,1993-12-25,"monthly","Havlickuv Brod","F",NA,NA,NA,NA,NA
"2476",2771,400,68841,130,15,23900,0,2,1993-08-18,"monthly","Litomerice","F",NA,NA,NA,NA,NA
"2477",2772,300,76814,82,15,24200,0,1,1996-02-24,"monthly","Praha - zapad","F",NA,NA,NA,NA,NA
"2478",2773,800,68730,62,15,18800,1,1,1996-06-23,"monthly","Louny","F",NA,NA,NA,NA,NA
"2479",2774,300,36463,78,15,16960,0,1,1996-02-05,"monthly","Havlickuv Brod","F",NA,NA,NA,NA,NA
"2480",2775,1000,99583,27,15,36100,0,2,1997-12-08,"monthly","Sokolov","F",NA,NA,NA,NA,NA
"2481",2776,500,26087,29,15,9300,0,2,1997-08-10,"monthly","Cheb","F",NA,NA,NA,NA,NA
"2482",2777,700,30600,14,300,6800,0,1,1996-12-25,"monthly","Uherske Hradiste","F",NA,NA,NA,NA,NA
"2483",2778,500,50658,122,15,17500,0,1,1993-12-30,"monthly","Louny","F",NA,NA,NA,NA,NA
"2484",2779,1100,97934,135,5,16400,1,1,1993-06-15,"monthly","Opava","F",NA,NA,NA,NA,NA
"2485",2780,600,73556,74,15,20100,1,1,1995-12-29,"monthly","Vyskov","F",NA,NA,NA,NA,NA
"2486",2781,200,113230,154,15,39200,0,1,1995-06-20,"monthly","Jindrichuv Hradec","F",NA,NA,NA,NA,NA
"2487",2782,700,90998,47,15,76800,0,1,1997-02-27,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2488",2783,300,88964,137,15,25300,1,1,1995-11-23,"monthly","Hradec Kralove","F",NA,NA,NA,NA,NA
"2489",2784,300,40536,25,15,6500,0,1,1997-10-30,"monthly","Teplice","F",NA,NA,NA,NA,NA
"2490",2787,900,66180,27,15,29500,0,1,1997-12-07,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2491",2788,300,56285,104,15,37400,0,2,1994-10-12,"monthly","Brno - mesto","F",NA,NA,NA,NA,NA
"2492",2789,600,93470,129,15,26700,0,1,1994-01-01,"monthly","Ceske Budejovice","F",NA,NA,NA,NA,NA
"2493",2790,200,121001,116,15,47300,0,1,1994-10-18,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2494",2791,1100,26198,22,15,9900,0,2,1997-12-19,"monthly","Klatovy","F",NA,NA,NA,NA,NA
"2495",2792,300,47084,71,15,5400,0,1,1996-08-26,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2496",2793,800,26966,121,15,8130,0,2,1993-10-09,"monthly","Pardubice","F",NA,NA,NA,NA,NA
"2497",2794,-8331,43655,56,1,34080,0,1,1996-08-08,"monthly","Ostrava - mesto","F",NA,NA,NA,NA,NA
"2498",2795,300,68018,60,15,23100,0,2,1996-08-20,"monthly","Praha - zapad","F",NA,NA,NA,NA,NA
"2499",2797,500,63582,47,15,38880,0,1,1997-02-26,"monthly","Ostrava - mesto","F",NA,NA,NA,NA,NA
"2500",2798,200,66517,112,15,22700,0,1,1994-08-24,"monthly","Karvina","F",NA,NA,NA,NA,NA
"2501",2800,900,67283,42,15,16800,1,1,1997-05-08,"monthly","Usti nad Labem","F",NA,NA,NA,NA,NA
"2502",2801,900,46392,51,15,3920,0,1,1996-09-23,"monthly","Praha - zapad","F",NA,NA,NA,NA,NA
"2503",2802,900,38948,156,15,7410,0,1,1993-09-16,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2504",2803,300,151716,97,15,59300,1,1,1995-12-01,"monthly","Jihlava","F",NA,NA,NA,NA,NA
"2505",2804,900,57876,75,15,25100,0,1,1996-02-22,"monthly","Blansko","F",NA,NA,NA,NA,NA
"2506",2805,1000,22346,59,15,5200,0,1,1996-05-20,"monthly","Most","F",NA,NA,NA,NA,NA
"2507",2806,500,48176,41,15,9500,0,1,1997-06-26,"monthly","Blansko","F",NA,NA,NA,NA,NA
"2508",2807,13393,86400,47,15,32900,0,1,1996-10-04,"monthly","Havlickuv Brod","F",NA,NA,NA,NA,NA
"2509",2808,700,95292,78,15,26800,0,1,1994-12-18,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2510",2809,700,52825,100,15,20900,0,1,1994-12-08,"monthly","Opava","F",NA,NA,NA,NA,NA
"2511",2810,1000,48178,101,15,12500,0,1,1995-03-16,"monthly","Zdar nad Sazavou","F",NA,NA,NA,NA,NA
"2512",2811,1747,155147,101,15,56900,1,1,1996-01-02,"monthly","Kladno","F",NA,NA,NA,NA,NA
"2513",2812,200,70847,61,15,34000,0,1,1996-07-05,"monthly","Pisek","F",NA,NA,NA,NA,NA
"2514",2813,800,63825,123,15,45900,0,2,1993-12-15,"monthly","Karlovy Vary","F",NA,NA,NA,NA,NA
"2515",2814,500,34686,133,15,13250,0,1,1993-04-25,"monthly","Olomouc","F",NA,NA,NA,NA,NA
"2516",2816,1100,64708,43,15,16900,0,2,1997-05-04,"monthly","Ostrava - mesto","F",NA,NA,NA,NA,NA
"2517",2817,13672,91442,140,15,28100,1,1,1993-04-07,"monthly","Breclav","F",NA,NA,NA,NA,NA
"2518",2818,1000,133514,137,15,61100,1,2,1993-07-21,"monthly","Teplice","F",NA,NA,NA,NA,NA
"2519",2819,900,91120,114,15,47040,0,2,1994-07-16,"monthly","Jablonec n. Nisou","F",NA,NA,NA,NA,NA
"2520",2820,300,26406,23,15,2960,0,1,1997-12-11,"monthly","Liberec","F",NA,NA,NA,NA,NA
"2521",2821,1000,40243,64,15,11300,0,1,1996-07-12,"monthly","Brno - mesto","F",NA,NA,NA,NA,NA
"2522",2823,300,28536,133,15,7680,0,2,1993-04-18,"monthly","Hodonin","F",NA,NA,NA,NA,NA
"2523",2824,800,122482,135,15,32640,1,1,1993-10-20,"monthly","Praha - zapad","T",50460,841,60,"current",FALSE
"2524",2825,1000,77540,62,15,28700,1,1,1996-07-10,"monthly","Brno - mesto","F",NA,NA,NA,NA,NA
"2525",2826,300,58705,52,15,15840,0,2,1996-11-20,"monthly","Jablonec n. Nisou","F",NA,NA,NA,NA,NA
"2526",2827,300,111656,52,15,47520,0,1,1996-12-18,"monthly","Karvina","F",NA,NA,NA,NA,NA
"2527",2829,500,47095,46,15,14200,0,1,1997-08-18,"monthly","Zdar nad Sazavou","F",NA,NA,NA,NA,NA
"2528",2830,900,55773,90,15,25900,0,1,1995-08-04,"monthly","Strakonice","F",NA,NA,NA,NA,NA
"2529",2831,1100,79423,29,15,25200,0,1,1997-11-10,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2530",2832,700,20858,23,15,2122,0,1,1997-11-22,"monthly","Pribram","F",NA,NA,NA,NA,NA
"2531",2833,400,25597,77,15,5400,0,1,1995-08-30,"monthly","Zlin","F",NA,NA,NA,NA,NA
"2532",2834,1000,81066,79,15,22000,1,1,1995-10-14,"monthly","Karvina","F",NA,NA,NA,NA,NA
"2533",2835,200,80997,107,15,27400,0,1,1995-10-03,"monthly","Opava","F",NA,NA,NA,NA,NA
"2534",2836,1100,76407,83,15,45280,1,2,1995-11-18,"monthly","Havlickuv Brod","F",NA,NA,NA,NA,NA
"2535",2837,500,62166,63,15,40640,0,1,1996-06-02,"monthly","Nachod","F",NA,NA,NA,NA,NA
"2536",2839,800,73396,94,15,30880,0,1,1995-04-04,"monthly","Karvina","F",NA,NA,NA,NA,NA
"2537",2840,400,141848,125,15,55000,0,1,1994-10-09,"monthly","Cesky Krumlov","F",NA,NA,NA,NA,NA
"2538",2841,1100,42352,141,15,12960,0,2,1993-07-27,"monthly","Novy Jicin","F",NA,NA,NA,NA,NA
"2539",2842,200,25625,117,15,4800,0,1,1993-12-29,"monthly","Ceske Budejovice","F",NA,NA,NA,NA,NA
"2540",2843,600,57709,44,15,22400,0,2,1997-03-29,"monthly","Sokolov","F",NA,NA,NA,NA,NA
"2541",2844,400,90402,72,15,46400,0,1,1996-01-19,"monthly","Hradec Kralove","F",NA,NA,NA,NA,NA
"2542",2845,1000,85756,34,15,26000,1,1,1997-08-21,"monthly","Uherske Hradiste","F",NA,NA,NA,NA,NA
"2543",2846,800,30024,28,15,9200,0,1,1997-09-27,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2544",2847,1100,60845,135,15,11100,0,1,1994-05-08,"monthly","Prerov","F",NA,NA,NA,NA,NA
"2545",2849,900,35172,124,15,13650,0,1,1993-09-16,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2546",2850,400,20065,23,15,2038,0,1,1997-11-22,"monthly","Hodonin","F",NA,NA,NA,NA,NA
"2547",2851,700,85960,128,15,29600,0,1,1995-12-02,"monthly","Pelhrimov","F",NA,NA,NA,NA,NA
"2548",2852,1000,36400,15,600,4600,0,1,1996-12-29,"monthly","Karvina","F",NA,NA,NA,NA,NA
"2549",2853,600,77940,108,15,8280,0,1,1995-09-08,"monthly","Brno - mesto","F",NA,NA,NA,NA,NA
"2550",2854,500,113359,48,15,36200,1,1,1997-01-18,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2551",2855,400,52182,77,15,14850,0,1,1995-08-21,"monthly","Plzen - jih","F",NA,NA,NA,NA,NA
"2552",2856,600,52672,93,15,22700,0,1,1995-03-18,"monthly","Klatovy","F",NA,NA,NA,NA,NA
"2553",2857,900,142118,54,15,43200,0,2,1997-04-28,"monthly","Prachatice","F",NA,NA,NA,NA,NA
"2554",2858,200,54412,99,15,20000,0,1,1995-08-22,"monthly","Breclav","F",NA,NA,NA,NA,NA
"2555",2859,1637,143332,165,15,64200,0,2,1993-10-23,"monthly","Praha - zapad","F",NA,NA,NA,NA,NA
"2556",2861,300,38705,137,15,10700,0,1,1993-02-10,"monthly","Louny","F",NA,NA,NA,NA,NA
"2557",2862,14170,77241,135,15,28200,1,1,1993-06-07,"monthly","Decin","F",NA,NA,NA,NA,NA
"2558",2863,200,62604,89,15,22720,0,2,1996-01-21,"monthly","Ceske Budejovice","F",NA,NA,NA,NA,NA
"2559",2864,800,64447,74,15,21760,0,2,1996-03-16,"monthly","Brno - mesto","F",NA,NA,NA,NA,NA
"2560",2865,200,51538,94,1,31100,0,1,1995-03-03,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2561",2866,900,76269,82,15,20000,0,1,1995-09-13,"monthly","Hradec Kralove","F",NA,NA,NA,NA,NA
"2562",2867,900,141450,139,15,61900,1,1,1993-11-04,"monthly","Sokolov","F",NA,NA,NA,NA,NA
"2563",2868,800,32440,105,15,7600,0,2,1994-06-15,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2564",2869,200,30874,52,15,6050,0,1,1996-09-27,"monthly","Frydek - Mistek","F",NA,NA,NA,NA,NA
"2565",2870,800,62070,76,15,19200,0,1,1996-06-18,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2566",2871,600,35077,73,15,8750,0,1,1995-10-30,"monthly","Usti nad Orlici","F",NA,NA,NA,NA,NA
"2567",2872,200,49190,60,15,13200,0,1,1996-09-04,"monthly","Hl.m. Praha","T",268320,4472,60,"current",FALSE
"2568",2873,1100,83328,57,15,27360,0,2,1996-12-13,"monthly","Karvina","F",NA,NA,NA,NA,NA
"2569",2874,400,17363,43,15,3000,0,1,1997-04-02,"monthly","Ceska Lipa","F",NA,NA,NA,NA,NA
"2570",2875,800,78855,50,15,25700,0,1,1996-12-24,"monthly","Prachatice","F",NA,NA,NA,NA,NA
"2571",2876,200,65398,140,15,25300,0,1,1993-04-22,"monthly","Usti nad Orlici","F",NA,NA,NA,NA,NA
"2572",2877,800,132660,87,15,63300,1,1,1995-06-04,"monthly","Litomerice","F",NA,NA,NA,NA,NA
"2573",2878,700,28152,34,15,7500,0,2,1997-06-14,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2574",2879,600,41425,32,15,10300,0,2,1997-10-14,"monthly","Cesky Krumlov","F",NA,NA,NA,NA,NA
"2575",2880,600,65160,138,15,24160,0,1,1993-06-16,"monthly","Novy Jicin","F",NA,NA,NA,NA,NA
"2576",2881,700,66268,182,15,38560,0,1,1993-01-04,"monthly","Karvina","F",NA,NA,NA,NA,NA
"2577",2882,121,119173,53,15,45100,0,1,1996-07-20,"monthly","Chrudim","F",NA,NA,NA,NA,NA
"2578",2883,200,30078,34,15,6600,0,1,1997-06-29,"monthly","Vsetin","F",NA,NA,NA,NA,NA
"2579",2884,1100,105066,185,15,23360,0,1,1993-02-08,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2580",2885,800,107103,58,15,28800,0,1,1996-09-04,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2581",2886,900,40797,140,15,21500,0,1,1994-04-08,"monthly","Hl.m. Praha","F",NA,NA,NA,NA,NA
"2582",2887,900,75645,60,15,23600,0,1,1996-07-13,"monthly","Sumperk","F",NA,NA,NA,NA,NA
"2583",2888,700,22031,59,15,7900,0,2,1996-05-23,"monthly","Prachatice","F",NA,NA,NA,NA,NA
"2584",2889,900,123527,67,15,49200,0,1,1996-03-23,"monthly","Mlada Boleslav","F",NA,NA,NA,NA,NA
"2585",2890,500,74362,72,15,36000,0,1,1996-02-07,"monthly","Jesenik","F",NA,NA,NA,NA,NA
"2586",2891,300,54842,39,15,19100,0,1,1997-05-28,"monthly","Havlickuv Brod","F",NA,NA,NA,NA,NA
